"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","Crm.Cd.1","Crm.Cd.2","Crm.Cd.3","Crm.Cd.4","LOCATION","Cross.Street","LAT","LON"
211509981,"05/27/2021 12:00:00 AM","05/24/2021 12:00:00 AM",1430,15,"N Hollywood",1585,2,354,"THEFT OF IDENTITY","0344 0377",50,"M","W",717,"HEALTH SPA/GYM",NA,"","IC","Invest Cont",354,NA,NA,NA,"4200    ARCH                         DR","",34.1421,-118.373
201007687,"03/16/2020 12:00:00 AM","03/15/2020 12:00:00 AM",2300,10,"West Valley",1003,1,330,"BURGLARY FROM VEHICLE","0344 0321 1822 1609",36,"F","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"18500    ROSCOE                       BL","",34.2207,-118.5361
220511961,"07/24/2022 12:00:00 AM","07/23/2022 12:00:00 AM",2330,5,"Harbor",558,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",51,"F","W",504,"OTHER RESIDENCE",NA,"","IC","Invest Cont",740,NA,NA,NA,"400 W  SANTA CRUZ                   ST","",33.7442,-118.2857
210608743,"04/21/2021 12:00:00 AM","04/21/2021 12:00:00 AM",1640,6,"Hollywood",668,1,210,"ROBBERY","0945 0344 1822 0325 0416",29,"M","H",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",210,NA,NA,NA,"5600 W  SUNSET                       BL","",34.0981,-118.3113
200707997,"04/05/2020 12:00:00 AM","04/05/2020 12:00:00 AM",1930,7,"Wilshire",765,1,210,"ROBBERY","0416",34,"F","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"4700 W  PICO                         BL","",34.0486,-118.3385
212116449,"11/12/2021 12:00:00 AM","11/12/2021 12:00:00 AM",1600,21,"Topanga",2187,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 1606",72,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",331,NA,NA,NA,"21800    VENTURA                      BL","",34.1684,-118.6021
210408972,"05/24/2021 12:00:00 AM","05/22/2021 12:00:00 AM",2100,4,"Hollenbeck",453,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"600 N  BOYLE                        AV","",34.0521,-118.217
202005753,"02/06/2020 12:00:00 AM","02/06/2020 12:00:00 AM",2130,20,"Olympic",2019,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0369 0416 0444 0913 1243 2000",27,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"200 S  JUANITA                      AV","",34.0704,-118.2898
221404559,"01/11/2022 12:00:00 AM","01/10/2022 12:00:00 AM",2130,14,"Pacific",1472,1,330,"BURGLARY FROM VEHICLE","0344 1300 1609",60,"M","O",503,"HOTEL",NA,"","IC","Invest Cont",330,NA,NA,NA,"400    CULVER                       BL","",33.9596,-118.4476
202112245,"08/02/2020 12:00:00 AM","08/02/2020 12:00:00 AM",50,21,"Topanga",2138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0430 1100 0913 1259 2038",17,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","AA","Adult Arrest",230,998,NA,NA,"20400    SHERMAN                      WY","",34.2011,-118.5794
211711047,"07/28/2021 12:00:00 AM","07/28/2021 12:00:00 AM",2220,17,"Devonshire",1754,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1821 2000 0913 0416",49,"F","O",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"18300    TUBA                         ST","",34.2567,-118.5326
211115738,"11/25/2021 12:00:00 AM","11/04/2021 12:00:00 AM",900,11,"Northeast",1117,2,354,"THEFT OF IDENTITY","0100 0929",62,"F","A",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"1600 W  ARLA                         WY","",34.1269,-118.2192
221312013,"05/29/2022 12:00:00 AM","05/29/2022 12:00:00 AM",15,13,"Newton",1395,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"71ST                         ST","AVALON                       BL",33.9755,-118.2652
220206768,"03/06/2022 12:00:00 AM","03/05/2022 12:00:00 AM",2000,2,"Rampart",271,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"JAMES M WOOD","PARK VIEW",34.0548,-118.282
200612793,"07/19/2020 12:00:00 AM","07/12/2020 12:00:00 AM",1200,6,"Hollywood",645,1,330,"BURGLARY FROM VEHICLE","0358 0344 1300 1609 1822",31,"M","A",410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",NA,"","IC","Invest Cont",330,NA,NA,NA,"7000    LANEWOOD                     AV","",34.0992,-118.3417
201318127,"10/08/2020 12:00:00 AM","10/05/2020 12:00:00 AM",1900,13,"Newton",1307,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"1100 E  7TH                          ST","",34.0382,-118.2432
210617208,"10/10/2021 12:00:00 AM","10/10/2021 12:00:00 AM",125,6,"Hollywood",636,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 1234 0344 0377",26,"F","W",207,"BAR/COCKTAIL/NIGHTCLUB",NA,"","IC","Invest Cont",341,NA,NA,NA,"1700 N  HUDSON                       AV","",34.1016,-118.3321
211506446,"03/03/2021 12:00:00 AM","03/03/2021 12:00:00 AM",800,15,"N Hollywood",1565,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344",30,"M","B",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"11200    MOORPARK                     ST","",34.1504,-118.3747
222111123,"06/30/2022 12:00:00 AM","06/30/2022 12:00:00 AM",2100,21,"Topanga",2156,2,624,"BATTERY - SIMPLE ASSAULT","0447 0416 1822",26,"M","H",210,"RESTAURANT/FAST FOOD",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"6100    TOPANGA CANYON               BL","",34.1811,-118.6059
201314131,"07/18/2020 12:00:00 AM","07/17/2020 12:00:00 AM",1900,13,"Newton",1322,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"400 E  ADAMS                        BL","",34.0233,-118.2651
221909219,"05/08/2022 12:00:00 AM","05/08/2022 12:00:00 AM",530,19,"Mission",1907,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0913 1817 0421",56,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",930,NA,NA,NA,"12900    MACNEIL                      ST","",34.3011,-118.4152
221414516,"08/02/2022 12:00:00 AM","08/01/2022 12:00:00 AM",2200,14,"Pacific",1497,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1205 1601 1822 1300 0344",22,"M","W",103,"ALLEY",NA,"","IC","Invest Cont",420,NA,NA,NA,"5400 W  CENTURY                      BL","",33.9453,-118.3747
211813305,"07/09/2021 12:00:00 AM","07/05/2021 12:00:00 AM",2037,18,"Southeast",1829,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344 0325 2028",0,"X","X",404,"DEPARTMENT STORE",NA,"","IC","Invest Cont",440,NA,NA,NA,"9800    LAUREL                       ST","",33.9478,-118.2309
200618993,"12/08/2020 12:00:00 AM","12/06/2020 12:00:00 AM",330,6,"Hollywood",636,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0913 0561",55,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6400    YUCCA                        ST","",34.1039,-118.3297
212005770,"02/20/2021 12:00:00 AM","02/19/2021 12:00:00 AM",1900,20,"Olympic",2024,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"6TH                          ST","OXFORD                       AV",34.0635,-118.3078
211315807,"09/12/2021 12:00:00 AM","09/12/2021 12:00:00 AM",1830,13,"Newton",1341,1,330,"BURGLARY FROM VEHICLE","1307 0344 0358 1609",29,"M","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"37TH                         ST","HILL                         ST",34.0163,-118.2771
211508205,"04/19/2021 12:00:00 AM","04/19/2021 12:00:00 AM",845,15,"N Hollywood",1563,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 2004",41,"F","W",119,"PORCH, RESIDENTIAL",NA,"","IC","Invest Cont",440,NA,NA,NA,"4500    LAUREL CANYON                BL","",34.1522,-118.3965
200711508,"07/10/2020 12:00:00 AM","07/10/2020 12:00:00 AM",2024,7,"Wilshire",732,2,624,"BATTERY - SIMPLE ASSAULT","0356",26,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6200    WILSHIRE                     BL","",34.0665,-118.3662
211516299,"10/15/2021 12:00:00 AM","10/13/2021 12:00:00 AM",1921,15,"N Hollywood",1526,2,354,"THEFT OF IDENTITY","0377 0930 0928 0929",45,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",354,NA,NA,NA,"11500    VICTORY                      BL","",34.1867,-118.3829
211413878,"06/23/2021 12:00:00 AM","06/23/2021 12:00:00 AM",2315,14,"Pacific",1494,2,888,"TRESPASSING","0329",0,"X","X",212,"TRANSPORTATION FACILITY (AIRPORT)",NA,"","IC","Invest Cont",888,NA,NA,NA,"600    WORLD WAY","",33.9429,-118.4032
201217951,"08/06/2020 12:00:00 AM","08/05/2020 12:00:00 AM",1730,12,"77th Street",1218,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"600 W  58TH                         ST","",33.9897,-118.2856
221309502,"04/12/2022 12:00:00 AM","04/12/2022 12:00:00 AM",1800,13,"Newton",1371,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 2000 0408 0446 0913",33,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"54TH                         ST","MAIN                         ST",33.9933,-118.274
211008872,"06/08/2021 12:00:00 AM","06/08/2021 12:00:00 AM",2100,10,"West Valley",1011,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0443 0913 0603",61,"M","W",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"7500    BECKFORD                     AV","",34.2065,-118.5514
211911130,"07/20/2021 12:00:00 AM","07/14/2021 12:00:00 AM",1200,19,"Mission",1964,2,354,"THEFT OF IDENTITY","0377 0929 1822",42,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"9400    VAN NUYS                     BL","",34.2389,-118.4536
210209306,"05/11/2021 12:00:00 AM","05/11/2021 12:00:00 AM",50,2,"Rampart",216,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0601 1822 0104 0325",0,"X","X",401,"MINI-MART",NA,"","IC","Invest Cont",442,NA,NA,NA,"2200 W  SUNSET                       BL","",34.0778,-118.2659
221404044,"01/02/2022 12:00:00 AM","01/01/2022 12:00:00 AM",1900,14,"Pacific",1457,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",0,"X","X",710,"OTHER PREMISE",NA,"","IC","Invest Cont",740,NA,NA,NA,"4500    INGLEWOOD                    BL","",33.9949,-118.4178
200716510,"11/29/2020 12:00:00 AM","11/29/2020 12:00:00 AM",2055,7,"Wilshire",732,1,210,"ROBBERY","0431 1822 0334",32,"F","W",108,"PARKING LOT",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,NA,NA,NA,"6100    WILSHIRE                     BL","",34.0665,-118.3662
200611433,"06/15/2020 12:00:00 AM","06/15/2020 12:00:00 AM",1040,6,"Hollywood",635,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 1822",44,"M","H",101,"STREET",307,"VEHICLE","AO","Adult Other",230,NA,NA,NA,"WILCOX                       AV","CERRITOS                     PL",34.1074,-118.3311
211608918,"06/21/2021 12:00:00 AM","06/20/2021 12:00:00 AM",100,16,"Foothill",1621,2,624,"BATTERY - SIMPLE ASSAULT","0416 0913 0360 0419",30,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"13600    FILMORE                      ST","",34.2647,-118.4312
201908502,"04/06/2020 12:00:00 AM","04/06/2020 12:00:00 AM",1650,19,"Mission",1966,2,624,"BATTERY - SIMPLE ASSAULT","0416",35,"F","H",229,"CHECK CASHING*",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"9100    VAN NUYS                     BL","",34.2354,-118.4502
211904763,"01/21/2021 12:00:00 AM","01/20/2021 12:00:00 AM",900,19,"Mission",1961,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"PLUMMER                      ST","LANGDON                      AV",34.2428,-118.4698
220612301,"06/27/2022 12:00:00 AM","06/27/2022 12:00:00 AM",200,6,"Hollywood",636,2,624,"BATTERY - SIMPLE ASSAULT","1822 0400 1501",25,"M","W",710,"OTHER PREMISE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1700 N  LAS PALMAS                   AV","",34.1016,-118.3361
211414772,"07/09/2021 12:00:00 AM","07/09/2021 12:00:00 AM",1000,14,"Pacific",1465,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1606 0344",37,"F","W",301,"GAS STATION",NA,"","IC","Invest Cont",331,NA,NA,NA,"S  CENTINELA                    AV","JEFFERSON                    BL",33.9838,-118.4052
211223912,"11/15/2021 12:00:00 AM","11/11/2021 12:00:00 AM",1,12,"77th Street",1283,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 0329",45,"F","B",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"1900 W  94TH                         ST","",33.9512,-118.3112
201321130,"12/11/2020 12:00:00 AM","12/07/2020 12:00:00 AM",1825,13,"Newton",1325,2,624,"BATTERY - SIMPLE ASSAULT","1266 0416",55,"M","H",406,"OTHER STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1100 E  ADAMS                        BL","",34.0185,-118.2544
220114839,"06/22/2022 12:00:00 AM","06/20/2022 12:00:00 AM",730,1,"Central",123,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","2032 1822 0344",27,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",440,NA,NA,NA,"200 W  2ND                          ST","",34.0541,-118.2451
210514404,"09/30/2021 12:00:00 AM","09/22/2021 12:00:00 AM",1430,5,"Harbor",513,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0385 1300",0,"X","X",121,"YARD (RESIDENTIAL/BUSINESS)",NA,"","IC","Invest Cont",420,NA,NA,NA,"L                            ST","FIGUEROA                     PL",33.7861,-118.2837
200315690,"08/13/2020 12:00:00 AM","08/10/2020 12:00:00 AM",1847,3,"Southwest",341,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0394",40,"M","W",119,"PORCH, RESIDENTIAL",NA,"","IC","Invest Cont",440,NA,NA,NA,"3600    KALSMAN                      DR","",34.0193,-118.3749
212018498,"12/19/2021 12:00:00 AM","12/17/2021 12:00:00 AM",1545,20,"Olympic",2027,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0422 1822 2004",48,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"NEW HAMPSHIRE","S  6TH                          ST",34.0636,-118.2929
202018522,"12/18/2020 12:00:00 AM","12/18/2020 12:00:00 AM",20,20,"Olympic",2022,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0209 0216 0334 0342 0359 0432 0450 1310 1313 1822",29,"M","H",108,"PARKING LOT",107,"OTHER FIREARM","AA","Adult Arrest",230,NA,NA,NA,"500 S  WESTERN                      AV","",34.0655,-118.3114
201808073,"03/12/2020 12:00:00 AM","03/12/2020 12:00:00 AM",1350,18,"Southeast",1804,2,624,"BATTERY - SIMPLE ASSAULT","0416 0319",24,"F","B",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"8800 S  CENTRAL                      AV","",33.9574,-118.2564
201611439,"07/27/2020 12:00:00 AM","07/26/2020 12:00:00 AM",2130,16,"Foothill",1687,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"11100    STRATHERN                    ST","",34.2157,-118.373
220116868,"07/26/2022 12:00:00 AM","07/18/2022 12:00:00 AM",2300,1,"Central",118,1,330,"BURGLARY FROM VEHICLE","0344 1822 1307 1609",31,"M","B",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"1700 N  SPRING                       ST","",34.0695,-118.2273
200410500,"07/05/2020 12:00:00 AM","07/05/2020 12:00:00 AM",1745,4,"Hollenbeck",466,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",25,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"100 N  SOTO                         ST","",34.0438,-118.2098
210516387,"11/22/2021 12:00:00 AM","11/19/2021 12:00:00 AM",1200,5,"Harbor",504,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1236 1309",0,"M","O",213,"WAREHOUSE",NA,"","IC","Invest Cont",341,NA,NA,NA,"1600 W  190TH                        ST","",33.8584,-118.3068
220617367,"10/11/2022 12:00:00 AM","10/11/2022 12:00:00 AM",1727,6,"Hollywood",663,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1202 1822 0334 0302 0400 0432",68,"M","O",103,"ALLEY",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"1000 N  MANSFIELD                    AV","",34.0889,-118.3405
200507364,"03/16/2020 12:00:00 AM","03/16/2020 12:00:00 AM",800,5,"Harbor",587,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307",36,"F","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",740,NA,NA,NA,"33RD                         ST","GAFFEY                       ST",33.7143,-118.2929
201808556,"03/23/2020 12:00:00 AM","03/23/2020 12:00:00 AM",130,18,"Southeast",1842,1,510,"VEHICLE - STOLEN","",0,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"200 W  108TH                        ST","",33.9383,-118.2762
221817953,"09/25/2022 12:00:00 AM","09/24/2022 12:00:00 AM",1220,18,"Southeast",1831,2,664,"BUNCO, PETTY THEFT","0701 0800",51,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",664,NA,NA,NA,"12600 S  FIGUEROA                     ST","",33.9188,-118.283
221308038,"03/16/2022 12:00:00 AM","03/13/2022 12:00:00 AM",110,13,"Newton",1323,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1300 0329 1822 1612",53,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"800 E  23RD                         ST","",34.0236,-118.2587
211116758,"12/23/2021 12:00:00 AM","12/23/2021 12:00:00 AM",730,11,"Northeast",1149,1,210,"ROBBERY","0916 1310 0445",55,"M","H",101,"STREET",215,"MACHETE","IC","Invest Cont",210,NA,NA,NA,"N  FIGUEROA                     ST","AVENUE 55",34.108,-118.1961
221110528,"06/07/2022 12:00:00 AM","06/07/2022 12:00:00 AM",1300,11,"Northeast",1152,1,310,"BURGLARY","0344 0329 0352 1822 1609",46,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"4300    CLAYTON                      AV","",34.1,-118.283
210609105,"04/30/2021 12:00:00 AM","04/29/2021 12:00:00 AM",2240,6,"Hollywood",666,1,330,"BURGLARY FROM VEHICLE","0344 1307",24,"M","B",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"6100 W  SUNSET                       BL","",34.098,-118.3228
201708807,"05/02/2020 12:00:00 AM","04/29/2020 12:00:00 AM",300,17,"Devonshire",1749,1,330,"BURGLARY FROM VEHICLE","1609 0344",60,"M","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"16200    DEVONSHIRE                   ST","",34.261,-118.4807
222007713,"03/25/2022 12:00:00 AM","03/25/2022 12:00:00 AM",1000,20,"Olympic",2011,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0325 1822",0,"X","X",515,"APARTMENT/CONDO COMMON LAUNDRY ROOM",NA,"","IC","Invest Cont",440,NA,NA,NA,"100 S  MANHATTAN                    PL","",34.073,-118.3103
210511752,"07/23/2021 12:00:00 AM","07/22/2021 12:00:00 AM",2100,5,"Harbor",506,1,510,"VEHICLE - STOLEN","",0,"","",108,"PARKING LOT",NA,"","IC","Invest Cont",510,NA,NA,NA,"21600    HARVARD                      BL","",33.8315,-118.3065
201506194,"02/14/2020 12:00:00 AM","01/31/2020 12:00:00 AM",1200,15,"N Hollywood",1519,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",420,NA,NA,NA,"6700    CLEON                        AV","",34.1922,-118.3681
210516786,"12/04/2021 12:00:00 AM","11/30/2021 12:00:00 AM",1830,5,"Harbor",585,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0344",63,"M","W",101,"STREET",NA,"","IC","Invest Cont",331,NA,NA,NA,"1000 W  19TH                         ST","",33.727,-118.2995
221815068,"07/06/2022 12:00:00 AM","04/27/2022 12:00:00 AM",1500,18,"Southeast",1849,2,354,"THEFT OF IDENTITY","0100 1822 0930 0922",30,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"2300 E  IMPERIAL                     HY","",33.9291,-118.2319
212014537,"09/20/2021 12:00:00 AM","09/18/2021 12:00:00 AM",1500,20,"Olympic",2023,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"400 S  ARDMORE                      AV","",34.0654,-118.3016
211512602,"08/02/2021 12:00:00 AM","08/02/2021 12:00:00 AM",231,15,"N Hollywood",1545,1,648,"ARSON","",0,"M","O",721,"HIGH SCHOOL",NA,"","IC","Invest Cont",648,NA,NA,NA,"5200    COLFAX                       AV","",34.1649,-118.3921
200604397,"01/09/2020 12:00:00 AM","01/06/2020 12:00:00 AM",2020,6,"Hollywood",632,2,649,"DOCUMENT FORGERY / STOLEN FELONY","1822 0923",29,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",649,NA,NA,NA,"2100    SUNSET PLAZA                 DR","",34.104,-118.3844
221704362,"12/17/2021 12:00:00 AM","12/16/2021 12:00:00 AM",2300,17,"Devonshire",1785,1,480,"BIKE - STOLEN","0344",39,"M","W",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",480,NA,NA,NA,"18500    SUNBURST                     ST","",34.2346,-118.5372
200214558,"09/03/2020 12:00:00 AM","08/30/2020 12:00:00 AM",2030,2,"Rampart",249,1,110,"CRIMINAL HOMICIDE","1402 0906 1100 0416 0430 0913 1407",28,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","AA","Adult Arrest",110,998,NA,NA,"600    ST PAUL                      AV","",34.0542,-118.2611
222010876,"06/06/2022 12:00:00 AM","05/19/2022 12:00:00 AM",900,20,"Olympic",2054,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0448 0444 0443 0913",25,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"3000 W  OLYMPIC                      BL","",34.0526,-118.3004
211820853,"11/30/2021 12:00:00 AM","11/30/2021 12:00:00 AM",1152,18,"Southeast",1837,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1822 1906",40,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",956,NA,NA,NA,"11300    MONITOR                      AV","",33.9316,-118.2402
221011290,"07/06/2022 12:00:00 AM","07/02/2022 12:00:00 AM",2200,10,"West Valley",1003,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0443",27,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"18600    SATICOY                      ST","",34.2148,-118.5404
202112530,"08/09/2020 12:00:00 AM","07/30/2020 12:00:00 AM",450,21,"Topanga",2133,1,330,"BURGLARY FROM VEHICLE","1420 0344",43,"M","O",104,"DRIVEWAY",NA,"","IC","Invest Cont",330,NA,NA,NA,"7200    WOODVALE                     CT","",34.2008,-118.6341
201913378,"08/17/2020 12:00:00 AM","08/17/2020 12:00:00 AM",230,19,"Mission",1941,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0444 0408",34,"F","H",222,"LAUNDROMAT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"15400    CHATSWORTH                   ST","",34.2685,-118.4694
202109878,"05/28/2020 12:00:00 AM","05/28/2020 12:00:00 AM",257,21,"Topanga",2189,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0302 1822",21,"F","W",101,"STREET",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"VENTURA                      BL","PENFIELD",34.1719,-118.5684
211420762,"11/01/2021 12:00:00 AM","10/20/2021 12:00:00 AM",1620,14,"Pacific",1412,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",77,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"00    DUDLEY                       AV","",33.9945,-118.479
